,book_title,author,reader_review,rating,label
8589,La vie en plus joli,Céline Fuentès,Dans ce roman on suit Clotilde. Jeune femme qui se remet difficilement de la mort de son compagnon en se plongeant dans son travail. Un travail au service des enfants et de leurs parents.,5.0,1
1287," Une enquête d'Olga Pouchkine, tome 1 : Mort sur le Transsibérien",C.J. Farrington,"Dans ce roman nous retrouvons tous les ingrédients du "" cosy mystery "" transportés en Sibérie, dans les paysages glacés de ce mois de janvier.",3.5,0
8670,Naissance des coeurs de pierre,Antoine Dole,"Dans ce roman l'auteur aborde les thématiques de la fin de l'innocence et de l'enfance qui vole en éclats brutalement. L'écriture est fluide et poétique, avec beaucoup de belles tournures de phrases (parfois trop, on ne sait pas vraiment où l'auteur veut aller avec toutes ses divagations lyriques). L'alternance des deux personnages et de leur point de vue à chaque chapitre donne du rythme et génère du suspens. La fin est surprenante et donne des explications.",3.5,0
7804,"Les Aventures de Lewis Barnavelt, tome 1 : La Prophétie de l'horloge",John Bellairs,"Dans ce roman jeunesse, on découvre un environnement très mystérieux. Au début, on suit Lewis, le personnage principal, qui arrive chez son oncle. Malheureusement, je n'ai pas accroché aux personnages et je n'ai eu aucun mal à les quitter. Je trouve que le personnage de Lewis pleure trop pour rien, que celui de Tarby est trop hautain et que ceux de l'oncle et de la voisine sont trop ambigus. J'ai aussi eu beaucoup mal à suivre l'auteur dans son récit. Dans les premières pages, on nous parle vraiment beaucoup d'horloges mais au fur et à mesure on s'en éloigne et le dénouement m'a laissé sur ma faim. Je pense sincèrement que ce livre était bien trop jeunesse pour moi car lorsqu'il devait y avoir un retournement de situation, j'avais déjà compris le truc et il n'y avait donc plus d'éléments de surprise marquants. Globalement, je dirais que ce livre contient des passages incroyables et d'autres vraiment barbants. Si vous souhaitez acheter ce livre pour le faire lire à un enfant pourquoi pas. Mais pour les personnes comme moi qui cherchait juste un jeunesse pour couper dans de grosses lectures, je vous conseille de passer votre chemin.",2.5,-1
56,La porte du voyage sans retour,David Diop,"Dans ce roman fascinant, David Diop a su mêler avec talent le romanesque à l’histoire du botaniste et naturaliste français : Michel Adanson.",4.5,1
13,Un dîner en bateau,Akira Yoshimura,"Dans ce recueil de dix nouvelles, écrites dans le registre du shishosetsu, genre littéraire japonais proche de l'autofiction, Akira Yoshimura entremêle présent et passé au fil des événements qui se croisent, se reproduisent, se répondent d'une nouvelle à l'autre. Akira, le narrateur, un écrivain connu à la vie modeste racole le présent au passé unissant le partage du moment dans l'action, l'écoute et la contemplation , aux souvenirs.",4.0,1
4841,Ogresse,Aylin Manço,"Dans ce récit, on découvre la vie d'Hyppolite, qui vit désormais seule avec sa mère depuis la séparation de ses parents. Tout bascule lorsque sa mère se jette un jour sur elle et essaye de la mordre. Un seul constat possible: elle est devenue cannibale.",3.5,0
1904,Quarantaine,Peter May,"Dans ce récit, l'auteur a choisi pour cadre Londres, durement confinée, à l'épicentre d'une épidémie de grippe d'origine aviaire au taux de mortalité extrêmement élevé. L'intrigue policière débute de façon on ne peut plus classique par une découverte macabre dans les fondations d'un chantier et ce sera la dernière enquête à laquelle va s'atteler l'inspecteur MacNeil avant de rejoindre les rangs des heureux retraités. Il ne tardera pas à mettre à jour un complot orchestré par un laboratoire pharmaceutique âpre au gain ... Tout cela se lit sans ennui mais reste bien en deçà des précédents opus de l'auteur, en particulier, la remarquable trilogie écossaise. En outre, on ne peut pas taxer ce roman d'opportunisme , au regard de l'actuelle pandémie, si ce n'est celle des éditeurs qui avaient refusé ce manuscrit en 2005 , le jugeant trop irréaliste , comme l'explique l'auteur dans sa préface.",3.0,0
7216,Petit pays,Gaël Faye,"Dans ce récit, il y a toute la tendresse du regard de l'enfance, que l'on garde en soi la vie durant. Il y a les rires, les ambiances d'un lieu, les jeux avec les copains, les visages d'un quartier et l'insouciance que l'on emporte avec soi, quoi qu'il arrive. Ici, le quoi qu'il arrive semble être le pire. Au Burundi et au Rwanda, raconté par un enfant. Le génocide, la guerre, la mort, la folie, la disparition des proches et l'effondrement d'un monde.",4.0,1
2709,"Boule & Bill, tome 40 : Bill à facettes",Christophe Cazenove,"Dans ce quarantième album plutôt réussi, Bill nous montre toutes les facettes de sa personnalité: il est attachant, drôle, serviable, plein d'initiatives, parfois râleur, mais surtout c'est un formidable ami pour Boule, Caroline, les moineaux, et même un sanglier! Car en plus des gags traditionnels, certaines planches de cet album se déroulent en forêt.",3.0,0
7733,"Irish Renegades, tome 1 : Malone",Blandine P. Martin,"Dans ce premier tome, on suit Malone, un irlandais expatrié aux USA, papa célibataire, prêt à tout pour sa princesse. Sa route croise par hasard celle de Sarah, ce petit lutin pétillant, tout aussi attachante qu’intriguante.",5.0,1
5311,"Le loup en slip, tome 6 : Cache-Noisettes",Lupano Wilfrid,"Dans ce nouvel opus, le Loup en slip se trouve confronté à l’exploitation des êtres « humains » par les grandes firmes, aux OGM et à sa peur.",3.5,0
7766,L'île des chamanes,Jay Kim,"Dans ce livre, on suit un profiler envoyé sur une île pour une affaire qui traîne depuis trop longtemps.",4.0,1
5999,Ecole senway,Myriam Dhupar,"Dans ce livre, on suit Cornelia, qui se fait sequestrer dans la meilleure école du pays : l'école Senway. Maltraitée, attachée et bâillonnée, elle se vera contrainte d'assister à des cours. Mais pourquoi Cornelia a-t-elle été enlevée ? Et que fait-elle réellement dans cette école ? Vous le saurez en lisant le livre 😉",4.0,1
2801,Ce que le jour doit à la nuit,Yasmina Khadra,"Dans ce livre, nous suivons Younès ( ou Jonas ) qui voit sa vie défilée impuissant face aux différents événements qu'ils soient personnels, familiaux, ou liés à la guerre qui se profile en Algérie.",3.0,0
3874,La chambre des merveilles,Julien Sandrel,"Dans ce livre, nous suivons Thelma et Louis. Thelma est la mère de Louis, 12 ans. Elle a une vie très remplie… par son travail. Alors que son fils essaie de lui parler, dans la rue, pendant qu’elle est (encore) occupée par son travail, il montre son énervement en accélérant sur son skate et… accident… Louis est alors dans le coma. Les priorités de Thelma changent alors radicalement, encore plus lorsqu’elle tombe sur la liste des choses que Louis aimerait faire avant de mourir…",4.0,1
6551,Les tortues ne fêtent pas noel sous la neige,Sophie Jomain,"Dans ce livre, nous suivons Rosie. Elle va fêter Noël pour la première fois à Saint Barthélemy où elle s’est installée. Sauf que Rosie vient d’Alsace et les codes auxquels elle est habituée lors des fêtes de Noël ne sont pas tous présents à Saint Barthélemy… à commencer par la météo !",4.0,1
6545,Le Murder Club du jeudi,Richard Osman,"Dans ce livre, nous suivons 4 retraités d’environ 80 ans : Elizabeth, Joyce, Ibrahim et Ron, qui n’ont pas froid aux yeux ! Ils se réunissent les jeudis pour trouver le dénouement de vieilles affaires de meurtre non résolues. Jusqu’à ce qu’ils soient confrontés à un vrai meurtre… Et ils comptent bien participer à cette enquête !",4.0,1
8150,"Impératrice Orchidée, tome 1 : La concubine",Anchee Min,"Dans ce livre, nous sommes propulsé dans une Chine à la dérive, expédié dans des traditions et des croyances qui ne lui permette pas d'affronter la géopolitique mondial..",3.5,0
7104,Eux,Sophie Francis,"Dans ce livre, nous faisons la découverte de six personnages à travers autant de chapitres. L’auteure fait habilement les présentations grâce à un style mordant non dépourvu de cynisme et d’humour. Les personnages sont à l’image de leur histoire de vie: absurdes, rocambolesques, presque ordinaires mais surtout attachants. Une belle découverte que la plume de cette auteure Liégeoise.",4.0,1
2065,Derniers camps de base avant les sommets,Volker Muller,"Dans ce livre, l'auteur parle de sa vie d'écrivain, ni totalement inconnu, ni spécialement célèbre. Avec autodérision mais aussi parfois cynisme, il évoque les salons et les manifestations littéraires, ses relations avec le monde de l'édition. Il fait part au lecteur de ses réflexions sur la vie, l'amour, la vieillesse, la solitude et la liberté, les relations humaines. C'est plaisant à lire et plutôt drôle.",4.0,1
386,L'enfant dormira bientôt,François-Xavier Dillard,"Dans ce livre, l’auteur nous parle, de l’adoption, de l’aide médicale pour tomber enceinte, de kidnapping de bébés à la maternité et de découverte de nourrissons dans un congélateur… L’auteur a bien compris qu’il n’était pas nécessaire de rentrer dans les détails, l’imaginaire du lecteur fait le reste et donne des frissons en lisant certains passages. Dès les premières pages, on commence fort avec un mari qui trouve 2 bébés dans son congélateur. L’atmosphère est d’autant dérangeante avec l’apparition du bébé reborn. J’ai lu très rapidement ce livre mais je dois dire que j’attendais plus de suspense, plus de densité, de choses plus originale.",3.5,0
17,La fille au revolver,Amy Stewart,"Dans ce livre, j’ai beaucoup aimé ce mélange de douce ironie, de tendresse et de pétulance.",5.0,1
6800,Fire biker,Erin Graham,"Dans ce livre, Erin Graham , et je dois admettre qu'elle a terminé sa cascade. Elle m'a plongé dans la folle chevauchée de Fire Bird, et je ne m'en suis pas sorti indemne. L'auteur présente une magnifique histoire dans laquelle le protagoniste est un biker cruel, sans moral... jusqu'à preuve du contraire. Un héros fort, impitoyable, confiant, froid en apparence, mais plein de défauts qui nous touchent le cœur, l'héroïne ne demande qu'à l’aider. Pour Carly, l'opération n'est pas facile. Pour cause, Shade n'est pas une personne facile à aimer. Ses deux faces et ses deux entités lui donnent l'effet d'un tourniquet. Pourtant, le pousser à bout est devenu son passe-temps favori !",5.0,1
1231,Et si la clé était ailleurs ?,Yves Duteil,"Dans ce livre superbe et empli d'humanité, que je vous présente aujourd'hui, Yves Duteil nous raconte sa quête intérieure, son parcours de vie, ses choix, ses joies et ses peines...",5.0,1
6714,Réinventer l'amour,Mona Chollet,"Dans ce livre Mona Chollet met en lumière le patriarcat au sein du couple hétérosexuel. À travers les différents chapitres nous abordons les sujets tels que: la relation dominé-dominant, l’égo masculin, les violences conjugales (physique/psychologiques), l’investissement dans les relations, les fantasmes ect. J’ai trouvé ces thèmes très intéressants et plutôt bien abordés. Mona nous cite de nombreuse sources qui m’ont donné envie d’approfondir le sujet. Les différentes parties du livre sont bien structurées et la lecture fut fluide et très agréable. Cet essai m’a permis d’ouvrir des débats avec moi-même, me poser des questions et comprendre qu’elle est ma vision du patriarcat au sein de l’amour hétérosexuel. C’est très enrichissant et je vous recommande chaudement de découvrir par vous-même ce livre, qui éclairera surement certaines de vos attitudes et de vos questionnements. Par contre, j’ai trouvé que l’autrice développait beaucoup le sous-titre « comment le patriarcat sabote les relations hétérosexuelles » et pas assez le titre « réinventer l’amour ». Il y avait à mon sens peu d’ouvertures et de propositions pour transformer nos relations. Réinventer l’Amour est le premier essai que je lis et j’ai adoré découvrir ce genre ! Je vous le conseille et vous souhaite une belle lecture.",4.0,1
5760,"Vers la beauté, toujours !",Pascal Dessaint,"Dans ce livre la lectrice que je suis accompagne Pascal sur des chemins de randonnées parfois solitaire, parfois avec son enfant sur le dos, avec ""sa chérie"" ou des amis comme cet écrivain américain. Beaucoup d'humour mêlé à sa connaissance ornithologique, à la poésie des paysages. Des colères aussi face à ceux qui détruisent se bien le plus précieux.",4.0,1
118,Le poids du coeur,Rosa Montero,"Dans ce deuxième volet des aventures futuristes de Bruna Husky, nous retrouvons la réplicante de combat (une androïde « techno-humaine »), qui n'a désormais qu'un peu plus de trois ans à vivre avant que ne se déclenche sa TTT (tumeur totale techno) qui la tuera dans de brèves mais horribles souffrances. La détective privée est chargée cette fois de retrouver un curieux diamant noir. Son enquête la mènera d'abord sur Labari, une planète proche de la Terre, régie par un système de castes moyenâgeux puis, de retour sur Terre, aux confins du monde connu, dans une zone de guerre où seraient enfouis dans le plus grand secret les déchets nucléaires de l'humanité. La mission est pleine de dangers et de surprises, et Husky est accompagnée, pour le meilleur ou le pire, par Daniel Deuil, son « tactile » (sorte de kiné-psycho-thérapeute) et de Clara, réplicante issue de la même matrice qu'elle, en quelque sorte son clone industriel, sauf que Clara est plus jeune et que ses vrais-faux souvenirs et émotions lui ont été implantés par un autre mémoriste que celui de son aînée. Bruna peut aussi compter sur ses amis déjà présents dans « Des larmes sous la pluie » : Yannis, le vieil archiviste dépressif, le sombre et séduisant inspecteur Lizard, et Bartolo, son drôle de petit animal de compagnie.",4.0,1
4826,"Le bateau de Thésée, tome 2",Toshiya Higashimoto,"Dans ce deuxième tome, l’histoire se poursuit tranquillement. On retrouve Shin qui essaye d’arrêter les accidents, 4 mois avant le massacre des 21 victimes.",4.0,1
770,"Love Fragrance, tome 2",Kintetsu Yamada,"Dans ce deuxième tome, l'histoire d'Asako et Kôtarô continue à avancer et on les voit construire leur relation à petites touches.",2.5,-1
6543,Le fils du roi,Stanislas Moussé,"Dans ce deuxième opus, Stanislas Moussé nous confirme ses talents de conteur d’histoire et de dessinateur méticuleux.",4.5,1
4145,"Les Voies de l'ombre, tome 2 : Stigmate",Jérôme Camut,"Dans ce deuxième opus sur les quatre qui composent cette sombre histoire, l'auteur nous emmène dans les méandres du cerveau du plus cruel et génial tueur que l'inspecteur Baudenuit ai jamais pourchassé.",3.5,0
1886,"Les Rougon-Macquart, tome 2 : La Curée",Émile Zola,"Dans ce deuxième opus de la saga des Rougon-Macquart, Emile Zola nous entraîne dans le sillon de la ruée vers l’or aux côtés de cette famille dont la cupidité ne cesse de croître. Il nous transporte dans les salons dorés de la bourgeoisie parisienne où le luxe côtoie la débauche. Ainsi l’auteur dénonce, avec force détails, les abjectes manœuvres financières et les intrigues de bas étage, menées par une poignée d’hommes, peu scrupuleux, prêts à toutes les compromissions et toutes les infamies pour accroître leurs gains, profitant des nombreuses opportunités spéculatives à saisir lors des grands chantiers de reconstruction de Paris, lancés par le baron Haussmann sous l’égide de Napoléon III. En parallèle, la place et le sort réservés aux bourgeoises de l’époque est décrit de manière peu enviable. Servant les intérêts de leurs riches époux, elles étaient plus convoitées pour leur physique et leur plastique qu’appréciées pour leur esprit et leur intelligence. Renée, l’épouse d’Aristide Rougon/Saccard, en fera les frais et connaîtra une fin funeste. Le style d’écriture est changeant au fil des pages, il passe des grandes envolées lyriques, pour la description de la beauté des lieux, à des tournures de phrases dures et cassantes, prenant parfois des accents plus cocasses, pour dépeindre la noirceur des sentiments et dévoiler la rouerie des principaux protagonistes du roman. Le lecteur se laisse emporter par le rythme époustouflant du récit, comme happé par la richesse des lieux et les plaisirs mondains. Il voyage dans le temps à la découverte du Paris rutilant et opulent du 19e siècle sous la célèbre plume, talentueuse et impériale, du grand écrivain ! On s’y croirait vraiment….",5.0,1
536,Cinq nouvelles réalistes,Guy de Maupassant,"Dans ce court ouvrage de 100 pages, Maupassant confirme sa place au sein des écrivains réalistes. A travers cinq nouvelles, l'auteur s'emploie à décrire les conditions de vie des employés de bureau, de la petite bourgeoisie qui rêve de gravir les échelons de la société ou se prend à rêver d'y appartenir même pour quelques instants.",4.0,1
2502,"Ténébreuse, tome 1",Hubert,"Dans ce conte riche de nombreux hommages, l’histoire se déploie avec esprit, humour et intensité. Le texte, les personnages sans oublier les dessins, dont la fine précision et la beauté éclatante se répondent, emportent toute la narration. Dès la couverture, se conjuguent douceur et menace. Le titre, Ténébreuse, se rapporte autant à l’ambiance globale de ce royaume qu’à l’émotion présente dans les personnages principaux. Tout est troublé mais chacun essaye de faire semblant. La princesse, Islen, est présentée de profil, tout comme Arzhur. Et c’est au fur et à mesure de l’histoire que leurs visages se découvriront, leurs émotions nous apparaîtront. Ils ne sont pas là où on les attend. Lui est décontenancé, surpris, déstabilisé, perdu dans cette histoire qui le dépasse. Tout lui échappe car il vit dans un monde de légendes. Il se voulait chevalier comme dans les contes. On retrouve ici la patte scénaristique intelligente et sensible au monde de Hubert. Ce grand scénariste, mais également coloriste, m’avait ébloui pour Miss Pas Touche ou dernièrement Peau d’homme. Il questionne le genre, les identités et les normes et puise, dans les contes et dans les légendes (ici médiévales), des possibilités de regarder la société d’aujourd’hui. C’est dans le même esprit qu’il aborde les personnages féminins. Les trois sorcières sont un hommage à Shakespeare dont la prise en main visuelle par Vincent Mallié est puissante. Islen, la princesse, est un être qui ne porte aucune marque de sa position fantasmée. Elle a décidé de son sort, protégeant ses proches et frustrée de ne pouvoir exprimer son amour pour le monde. Elle doit vivre loin de son père, est étrangement habitée par les pouvoirs de sa mère. Elle a conscience de sa propre puissance mais souffre de ne pas être considérée et libre.",5.0,1
7215,"Il était une fangirl, tome 1 : Cendrillon 2.0",Ashley Poston,"Dans ce Cendrillon des temps modernes on suit Ellie, une ado qui vit avec sa belle-mère et ses 2 demi sœurs qui ne l’aime pas. Elle travaille dans un food truck en forme de citrouille et elle est fan de la série de sciences fictions « Starfield ». Mais elle déteste l’acteur Darien Freeman qui va interpréter le héros dans le reboot de la série.",5.0,1
1782,Les sagas islandaises,Régis Boyer,"Dans ce brillant ouvarge, Régis Boyer, grand connaisseur de la littérature médiévale scandinave éclaire le milieu historique et culturel dans lequel sont nées les sagas. . Régis Boyer nous décrit d'abord l'histoire médiévale de l'Islande et la genèse des sagas en passant par la tradition orale qui fut certainement à l'origine de la transmission de ces histoires. Il n'oublie pas le rôle de l'Eglise dans la collecte et la mise par écrit de ces traditions. Il aborde ensuite les évolutions du genre consacre un chapitre à Snorri Sturluson : grand rédacteur de sagas. Boyer analyse ensuite les textes sous l'angle de la religion et comme un genre littéraire en soit. Il décrit et explicite les ressorts du tragique propre à ces textes au travers du tryptique destin/honneur/vengeance qui a profondément marqué l'identité scandinave et plus exactement isalandaise en ce moyen âge. Il en vient ensuite à la méthode de composiiton de ces textes et à l'humour car oui, il y a des traits d'humour dans les sagas avnta de conclure sur la valeur comme idéal de vie. C'est passionnant et indispensable à tous ceux qui veulent découvrir des textes d'une richesse inouie et d'une beauté sans commune mesure avec ce qui s'écrivait ailleurs à la même époque.",5.0,1
3953,Le vampire de Ropraz,Jacques Chessex,"Dans ce bref roman de 2007, Jacques CHESSEX (1934-2009), peu avant sa mort, exhume celles de jeunes filles dans le canton de Vaud, Suisse romande, au tout début du XXe siècle. CHESSEX s’est en effet intéressé à un fait divers rural survenu tout près du lieu où il avait décidé de vivre dès 1978, Ropraz.",5.0,1
311,City of Windows,Robert Pobi,"Dans ce bouquin, il y a une espèce de Steve Austin 2.0. Et c'est génial.",4.0,1
1711,"Harry Potter, tome 2 : Harry Potter et la Chambre des Secrets",J-K Rowling,"Dans ce 2eme volume, la terreur règne vite à Moudlard: la chambre des secrets a de nouveau été ouverte! Oui mais qu'est-ce que la chambre des secrets? Justement, les élèves voudraient bien le savoir!",4.5,1
5607,Autopsie des fantômes,Philippe Chardin,Dans Autopsie des fantômes Philippe Charlier inventorie les différentes formes prises par le spiritisme apparu au XIXème jusqu’au début du XXème.,2.5,-1
8532,Un été avec Albert,Marie Pavlenko,"Dans ""Un été avec Albert"" de Marie Pavlenko, j’ai été très agréablement surprise par le mélange de genres : je m’attendais à un simple récit contemporain façon tranche de vie d’une ado en vacances mais l’autrice y dissémine des touches de thriller, de fantastique et parfois même d’angoisse. L’ambiance qui s’installe au fur et à mesure est originale et mystérieuse mais la fin est peut-être un peu abrupte.",3.5,0
6476,Monsieur Bovary,Laura Grimaldi,"Dans ""Monsieur Bovary"", Laura Grimaldi s'est donnée l'objectif de redonner un peu de dignité au pauvre Charles Bovary.",4.5,1
1995,Les promises,Jean-Christophe Grangé,"Dans ""Les Promises"" Grangé nous entraîne dans l'Allemagne entre les deux guerres 14/18 et 39/45. Le ton est décalé, il parle avec beaucoup de cynisme d'Hitler et de sa longue clique en les qualifiant tantôt d'abrutis, d'incapables. Il est vrai que cette horrible machine de destruction humaine a été orchestrée par des personnages, tous plus ou moins cinglés. Les trois personnages qui vont occuper le terrain et mener l'enquête ne déparent pas le tableau. Un médecin maître chanteur, une psychiatre alcoolique , communiste et millionnaire et un paysan, cruel et ambitieux qui veut partir à la guerre. Ce trio de choc va mener une enquête, bien difficile, puisque tout doit être fait sous le secret.",5.0,1
4534,Les nouvelles vagues,Arnaud Cathrine,"Dans ""Les Nouvelles Vagues"" j'ai retrouvé avec plaisir Vince , qui a mûri, et les autres personnages qui gravitent autour de lui ! J'ai même préféré ce tome à ""Romance"" car les personnages et relations se complexifient. Les différents points de vue permettent d'ailleurs d'en apprendre plus sur eux.",4.5,1
8762,L'art délicat de se séparer avec fracas,Jessica Lament,"Dans ""L'art délicat de se séparer avec fracas"", Jessica Lament arrive à nous faire passer du rire aux larmes en tournant une page. Dès les premiers chapitres, on entre dans le quotidien d'une famille à laquelle tout le monde peut s'identifier. On y découvre alors l'influence du passé sur notre vie actuelle et notre façon de voir la parentalité. Ce qui est aussi interessant, c'est que cette histoire est un roman qui permet de poser les bases du développement personne par une introspection profonde de soi, réalisé par le biais de celle de Victoire.",5.0,1
9519,Comme un tango,Lorenzo Cecchi,"Dans ""Comme un tango"", un homme se raconte, de 1947 à 2019. Cet homme, c’est Lorenzo CECCHI et c’est son dixième livre (depuis 2012). Il appelle ces souvenirs personnels faux témoignages, attribués à son narrateur, Vincent, histoire de laisser le champ libre au travail de la mémoire. Celui qui fournit des faux témoignages a-t-il la volonté de brouiller les pistes, de laisser entendre que la vérité est autre part, que des zones sombres subsistent ou, même, qu’il existerait un point aveugle à partir duquel tout se fonderait, s’éclairerait ? Peu importe, le faux témoin est un conteur d’histoires à l’inventivité narrative éprouvée.",4.5,1
2499,Ainsi sera-t-il,Sandrine Destombes,"Dans ""Ainsi sera-t-il "" , le lecteur suit la commissaire Maxime Tellier",3.0,0
3494,Journal de l'année de la peste,Daniel Defoe,"Daniel Defoe écrit vers 1721 un faux journal situé en 1664-1665 qui s'appuie sur des documents antérieurs à la date de la rédaction 1664, où une épidémie de peste apparaît à Londres. Le narrateur qui est sellier, hésite à partir à cause de ses affaires. Finalement il reste dans Londres et décrit les différents aspects de l'épidémie et ceux de la peur qu'elle inspire aux londoniens. Malgré une description fouillée et l'absence de plan apparent (beaucoup de redites et de statistiques ont été retirées de la traduction) Defoe décrit la vie à Londres telle qu'il aurait pu la voir: maisons fermées, ramassage des cadavres et enterrement sans formalité, enfermement des malades avec les biens portants. Également évocation de la vie à la campagne et sur les bateaux, relativement épargnés.",4.5,1
4327,Dix petites anarchistes,Daniel de Roulet,"Daniel de Roulet imagine dans un roman le parcours de dix jeunes ouvrières de l'horlogerie qui quittent leur Suisse natale, à Saint-Ismier où l'anarchisme tient congrès, pour la Patagonie, l'Argentine et l'île de Robinson Crusoé. Les héroïnes sont inventées, mais le contexte historique est fidèle, dans l'anarchisme post-communard des années 1870-80. On y croise les figures de Bakounine, Malatesta, Louise Michel et même d'un curieux et éphémère gouverneur de l'archipel Juan Fernández au Chili, le suisse Alfred de Rodt. Sous la forme d'un journal, sans fioritures, au ton naïf, sensible et attachant, ce roman rend compte de la mise en place d'une éphémère petite utopie nommée ""L'Expérience"" sur l'ile de Robinson.",4.0,1
8854,"Un c'est bien, deux c'est mieux, tome 1",Dana Blue,"Dana Blue nous propose un roman chick lit qui suit la vie de Charlotte une jeune trentenaire qui ne sait pas trancher et faire des choix, de prime abord. Alors sa vie amoureuse s'avère complexe voir particulière...",2.5,-1
2067,Casting sauvage,Hubert Haddad,"Damya, jeune danseuse sur le point d'évoluer dans « Galatéïa », ballet d'Egor est victime de l'un des attentats survenus à Paris en Novembre 2015. Une longue et douloureuse rééducation ne parviendra pas à la réparer complètement, fini la danse ! Elle est alors embauchée pour procéder au casting sauvage d'une centaine de figurants qui seront des rescapés des camps de concentration rapatriés à Paris en 1945 dans un film. Son errance dans les rues de la capitale pour trouver des candidats ayant le physique requis est l'occasion de descriptions et de rencontres magnifiées par l'écriture brillante de l'auteur. Des moments de délire poétique font apparaître différentes espèces animales peuplant la ville et d'autres plus réalistes des réfugiés harassés occupant quelques endroits où ils ont pu déposer leur malheur.",3.5,0
6811,Vous reprendrez bien un peu de magie pour Noël ?,Carène Ponte,"Dakota et Victoria sont deux femmes que tout oppose. La première anime une émission radio, s'occupe de sa grand mère Mounette, et mène une petite vie tranquille. Victoria vit à 100 à l'heure, femme d'affaire avant tout, elle vit pour son travail jusqu'à ce qu'elle soit percutée par un bus...",4.0,1
6750,"Nevernight, tome 1 : N'oublie jamais",Jay Kristoff,"D’un point de vue écriture, j’ai eu beaucoup de mal avec les notes de bas de page du Livre 1, même si elles apportent beaucoup au contexte et à l’univers. Mais ca me faisait faire des décrochés dans la lecture auxquels je ne suis pas habituée.",4.5,1
1563,Les caves du Potala,Dai Sijie,"D'un livre sur la beauté de l'art sacré tibétain, Daï Sijie fait un parallèle entre l'extrême subtilité des oeuvres d'art boudhique et la violence aveugle et destructrice des jeunes gardes rouges fanatisés.",3.5,0
2922,Envoûtée,Megan E. Abbott,"D'un fait divers, Megan E. Abbott tire un polar poisseux où le danger ne viendra pas d'où l'on pourrait croire, un polar qui dénonce et accuse la compromission des élites d'une petite ville....",4.0,1
1056,Dark Run,Mike Brooks,"D'un coup de rétro-propulseur bien dosé par la pilote de Keiko, je me jète vers la passerelle de débarquement du vaisseau direction le premier rade de la station spatiale.",3.0,0
1192,Le grand Alexandre et la fourmi magique,Nicolas Cédras,"D'un côté du mur, un enfant qui rêve de grandir et de découvrir le monde, et de l'autre, une petite fourmi rouge, qui ne se sent pas tout à fait à sa place parmi sa colonie de fourmis noires d'adoption.",3.0,0
9624,Bela Lugosi - Grandeur et dédadence de l'immortel Dracula,Koren Shadmi,"D’origine hongroise, l’acteur Bela Lugosi dut fuir son pays en 1919 après la chute de l’éphémère régime communiste, avant de connaître le succès aux Etats-Unis, malgré son accent hongrois très marqué qui fut paradoxalement un atout pour interpréter Dracula, d’abord au théâtre, puis au cinéma avec Tod Browning, qui propulsa ainsi sa carrière. Koren Shadmi lui rend hommage dans un biopic dessiné.",3.5,0
3419,Maudit Noël,Laura M,"D'ordinaire je ne lis pas de Romance de Noël, je ne suis pas trop fan de cette période alors les romances trop mielleuses autour des sapins, du père Noël, de la neige, tout ça tout ça ce n'est vraiment pas ce que je préfère. Mais j'ai fais une exception, Elsie Editions m'a envoyé ce roman signé Laura M., alors je me suis dit pourquoi pas!",3.5,0
7589,Je ne cours plus qu'après mes rêves,Bruno Combes,"D'habitude, je note mes impressions au fur et à mesure de ma lecture. Mais là, je ne pouvais lâcher ce roman. Lu en 24h à peine.",5.0,1
6347,Tout le bleu du ciel,Mélissa Da Costa,"D’habitude, je ne suis pas particulièrement adepte des romans « feel good », mais celui-ci est vraiment spécial. Tout au long des 800 pages, nous voyageons aux côtés d’Émile et Joanne, qui nous embarquent complètement dans leur univers ! Un road trip pas comme les autres, dont on connaît déjà la fin, mais terriblement touchant et plein d’espoir.",4.5,1
4025,Mon frère,Daniel Pennac,"D'habitude j'adore Pennac. Ah que d'heures délicieuses à rire en lisant les malheurs de la famille Malaussène dans tous ses tomes ! ou les souvenirs de cancre dans ""Chagrin d'école"". Mais cette fois, je n'ai pas retrouvé le style si fluide et inventif de l'auteur. Je suis restée perplexe face à la nostalgie et le chagrin de Pennac à la mort de son frère ainé. Pourtant sur le même thème, j'avais été bouleversée par ""A demain Lou"" de Marie-Claude Vincent. Est-ce l'alternance de la plume de Pennac et celle d'Herman Melville qui m'a freiné ?",3.0,0
7957,L'illusion,Maxime Chattam,"D'habitude fan de Maxime Chattam, ce livre a été une grosse déception!",2.5,-1
